kahani_cache_dev__id,kahani_cache_dev__title,kahani_cache_dev__description,kahani_cache_dev__image_url,kahani_cache_dev__bpp_id,kahani_cache_dev__unique_id,kahani_cache_dev__bpp_uri,kahani_cache_dev__item_id,kahani_cache_dev__credits,kahani_cache_dev__instructors,kahani_cache_dev__provider_id,kahani_cache_dev__provider_name,kahani_cache_dev__code,kahani_cache_dev__competency,kahani_cache_dev__contentType,kahani_cache_dev__domain,kahani_cache_dev__goal,kahani_cache_dev__language,kahani_cache_dev__link,kahani_cache_dev__sourceOrganisation,kahani_cache_dev__themes,kahani_cache_dev__minAge,kahani_cache_dev__maxAge,kahani_cache_dev__author,kahani_cache_dev__learningOutcomes,kahani_cache_dev__category,kahani_cache_dev__persona,kahani_cache_dev__license,kahani_cache_dev__conditions,kahani_cache_dev__urlType,kahani_cache_dev__mimeType,kahani_cache_dev__offeringInstitute,totalCount,translated_title
4363,प्रभावी ग्राहक संचार,"मजबूत संबंध बनाने, मुद्दों को सुलझाने और ग्राहकों की संतुष्टि सुनिश्चित करने के लिए प्रभावी ग्राहक संचार महत्वपूर्ण है। व्यावहारिक तकनीकों और वास्तविक दुनिया के उदाहरणों के संयोजन के माध्यम से प्रतिभागी सीखेंगे कि समग्र ग्राहक अनुभव को बढ़ाने के लिए ग्राहकों के साथ आत्मविश्वास, सहानुभूतिपूर्वक और कुशलतापूर्वक कैसे संवाद किया जाए।\n\nEffective customer communication is crucial for building strong relationships, resolving issues, and ensuring customer satisfaction. Through a combination of practical techniques, and real-world examples participants will learn how to communicate confidently, empathetically, and efficiently with customers to enhance the overall customer experience.",,kahani-bpp.tekdinext.com,65dbd0dc5dbc53a1d319715473de62f3867d2d55b0baa6f67982d30c5185924a,https://kahani-bpp.tekdinext.com/,343,,,142,Vowel,,,,,,,https://trial.vowel.work/Onestcontent/course-library/effective-customer-communication,,,,,,,,,,,,,,,Effective customer communication
4254,Potato farming,Potato farming,https://storage.googleapis.com/resources-videos/images/Potato%20Farming.png,sandbox.onest.network/adaptor-bpp/smartlab,27caaaaa79680861609210bde300fa135cb9ca8531d38cfb940c9bd5e36d1db3,https://sandbox.onest.network/adaptor-bpp/smartlab/bpp,297,,,PtAgriLearning,PtAgriLearning,,,,,,,,,,,,,,,,,,,,,,Potato farming
4266,Cauliflower,"Cauliflowers are annual plants that reach about 0.5 metre (1.5 feet) tall and bear large rounded leaves that resemble collards (Brassica oleracea, variety acephala). As desired for food, the terminal cluster forms a firm, succulent “curd,” or head, that is an immature inflorescence (cluster of flowers).",https://storage.googleapis.com/resources-videos/images/cauliflower_farming.jpeg,sandbox.onest.network/adaptor-bpp/smartlab,1c57399414e8edcf3d1f83e6a186bdaefdc25b70dfa770a30f61fde83d705779,https://sandbox.onest.network/adaptor-bpp/smartlab/bpp,242,,,PtAgriLearning,PtAgriLearning,,,,,,,,,,,,,,,,,,,,,,Cauliflower
4352,नया व्यवसाय करना प्रारंभ,"नए उद्यम को सफलतापूर्वक शुरू करने के लिए इच्छुक व्यवसाय मालिकों को आवश्यक ज्ञान, विचारों और उपकरणों से लैस करने के लिए डिज़ाइन किए गए इस व्यापक पाठ्यक्रम के साथ एक रोमांचक उद्यमशीलता यात्रा शुरू करें। आपके व्यावसायिक विचार को संकल्पित करने से लेकर एक ठोस व्यवसाय योजना विकसित करने और उद्यमिता की जटिलताओं को सुलझाने तक, यह पाठ्यक्रम आपके दृष्टिकोण को वास्तविकता में बदलने के लिए अमूल्य अंतर्दृष्टि और व्यावहारिक मार्गदर्शन प्रदान करता है।\n\n\nEmbark on an exciting entrepreneurial journey with this comprehensive course designed to equip aspiring business owners with the knowledge, ideas, and tools needed to successfully start a new venture. From conceptualizing your business idea to developing a solid business plan and navigating the complexities of entrepreneurship, this course provides invaluable insights and practical guidance to turn your vision into reality.",,kahani-bpp.tekdinext.com,a56c1e56e59aeb341f5e5cd688c8acec3b278aa1e9b3b7feb07df61f3012a4d9,https://kahani-bpp.tekdinext.com/,337,,,142,Vowel,,,,,,,https://trial.vowel.work/Onestcontent/course-library/starting-a-new-business,,,,,,,,,,,,,,,Start to do business
4255,Corn,"Corn is a tall annual cereal grass (Zea mays) that is widely grown for its large elongated ears of starchy seeds. The seeds, which are also known as corn, are used as food for humans and livestock and as a source of biofuel and can be processed into a wide range of useful chemicals.",https://storage.googleapis.com/resources-videos/images/corn_farming.jpeg,sandbox.onest.network/adaptor-bpp/smartlab,e742547ea8b63ba3d6defa666652880f4ea233b6132f8490aed7593b67e90ee4,https://sandbox.onest.network/adaptor-bpp/smartlab/bpp,284,,,PtAgriLearning,PtAgriLearning,,,,,,,,,,,,,,,,,,,,,,Corn
4270,Growing Cabbage,Growing Cabbage,https://storage.googleapis.com/resources-videos/images/Growing%20Cabbages.png,sandbox.onest.network/adaptor-bpp/smartlab,b935e4e4ea8364bab738c63ebfea70274270404589b42703882dd07da9f03084,https://sandbox.onest.network/adaptor-bpp/smartlab/bpp,310,,,PtAgriLearning,PtAgriLearning,,,,,,,,,,,,,,,,,,,,,,Growing Cabbage
4518,PMFBY Scheme,"The Pradhan Mantri Fasal Bima Yojana offers comprehensive insurance cover against failure of the crop as a result of natural calamities, pests & diseases. It stabilizes the income of farmers to ensure their continuance in farming and encourages them to adopt innovative practices.",,kahani-bpp.tekdinext.com,6223b6ad9369436d94e37c04590664153ea99969ebe273c537c009f310433dec,https://kahani-bpp.tekdinext.com/,1055,,,144,Haqdarshak,,,,,,,https://youtu.be/JQbTOrhqvlU,,,,,,,,,,,,,,,Pmfby Scheme
4256,LadyFinger,"Okra or Ladies Finger is an annual plant belongs to the family Malvaceae. The place of origin is Ethiopia, it is mainly grown in tropical and sub-tropical regions. The major growing states in India are Uttar Pradesh, Bihar, West Bengal and Orissa. Okra is mainly grown for its green tender nutritive fruits.",https://storage.googleapis.com/resources-videos/images/Ladyfinger_farming.jpeg,sandbox.onest.network/adaptor-bpp/smartlab,8e787415b4c9d349ff1293ccd55f2aea52427926f8010cce02ce627885ba7ed0,https://sandbox.onest.network/adaptor-bpp/smartlab/bpp,245,,,PtAgriLearning,PtAgriLearning,,,,,,,,,,,,,,,,,,,,,,Ladyfinger
4347,Pradhan Mantri MUDRA Yojana (English),,,kahani-bpp.tekdinext.com,cf1bab02df16726e554dc297c21fd6b2b5f437c75bf22a1689b5cb0105c5decd,https://kahani-bpp.tekdinext.com/,1049,,,144,Haqdarshak,,,,,,,https://trainingacademy.haqdarshak.com/course-library/mudra-yojana-2,,,,,,,,,,,,,,,Pradhan Mantri Mudra Yojana (English)
4522,PMJAY Scheme,"The Pradhan Mantri Jan Arogya Yojana, part of Ayushman Bharat, provides health insurance of up to ₹5 lakh per family per year for secondary and tertiary care hospitalization across public and private empaneled hospitals in India.",,kahani-bpp.tekdinext.com,8059db381f9eae892367d9e81ab2846b266eb6fddfb1e352bba05746494660ba,https://kahani-bpp.tekdinext.com/,1056,,,144,Haqdarshak,,,,,,,https://youtu.be/LTck5DwaTKw,,,,,,,,,,,,video/x-youtube,,,Pmjay scheme
4261,Watermelon farming,Watermelon farming,https://storage.googleapis.com/resources-videos/images/Watermelon.png,sandbox.onest.network/adaptor-bpp/smartlab,e217c3ba73392e0afa2ee43210eeec4eafb8be2302ce13868c82742a35138ff7,https://sandbox.onest.network/adaptor-bpp/smartlab/bpp,298,,,PtAgriLearning,PtAgriLearning,,,,,,,,,,,,,,,,,,,,,,Watermelon farming
4273,Tomato,"The tomato fruit is globular or ovoid. Botanically, the fruit exhibits all of the common characteristics of berries; a simple fleshy fruit that encloses its seed in the pulp. The outer skin is a thin and fleshy tissue that comprises the remainder of the fruit wall as well as the placenta",https://storage.googleapis.com/resources-videos/images/tomato_farming.jpeg,sandbox.onest.network/adaptor-bpp/smartlab,da2d4f952474e2eff9bbce7e21222d11aea49b1950e40ad1d0f96abf80919461,https://sandbox.onest.network/adaptor-bpp/smartlab/bpp,241,,,PtAgriLearning,PtAgriLearning,,,,,,,,,,,,,,,,,,,,,,Tomato
4262,Wheat scientific cultivation,scientific cultivation of wheat,https://storage.googleapis.com/resources-videos/images/garins_wheat_4.png,sandbox.onest.network/adaptor-bpp/smartlab,ecb43ad40e53a2c3b9d3fde422930d531b780e8c5080bb95ddf2135db5c9f805,https://sandbox.onest.network/adaptor-bpp/smartlab/bpp,317,,,PtAgriLearning,PtAgriLearning,,,,,,,,,,,,,,,,,,,,,,Wheat scientific cultivation
4279,Hydroponic farming,Hydroponic farming,https://storage.googleapis.com/resources-videos/images/Irrigation.png,sandbox.onest.network/adaptor-bpp/smartlab,7918f52941cf0bbb4d0c6bc4c0ee710a0cd8ecb9663380198ec0bca842697711,https://sandbox.onest.network/adaptor-bpp/smartlab/bpp,301,,,PtAgriLearning,PtAgriLearning,,,,,,,,,,,,,,,,,,,,,,Hydroponic farming
